model,prompt_style,problem_id,dataset,split,gold_label,pred_no_kb,status_no_kb,pred_with_raw_kb,status_with_raw_kb,raw_correct,pred_with_kb,status_with_kb,normalised_correct,final_status,fixed_by,kb_raw_count,kb_filtered_count,kb_raw,kb_filtered,kb_details,llm_error
google/gemma-4-26b-a4b-it,legacy_icl,4974,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(hedgehog, small animal)""]","[""isa_wn(hedgehog, small animal)""]","[{""relation"": ""isa_wn(hedgehog, small animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hedgehog, small animal)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5149,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(cord, rope)""]","[""isa_wn(cord, rope)""]","[{""relation"": ""isa_wn(cord, rope)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cord, rope)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5198,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,2,2,"[""isa_wn(boy, child)"", ""isa_wn(say, talk)""]","[""isa_wn(boy, child)"", ""isa_wn(say, talk)""]","[{""relation"": ""isa_wn(boy, child)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(boy, child)""}, {""relation"": ""isa_wn(say, talk)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(say, talk)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5435,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(baby panda, cub)""]","[""isa_wn(baby panda, cub)""]","[{""relation"": ""isa_wn(baby panda, cub)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(baby panda, cub)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5462,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(boy, guy)""]","[""isa_wn(boy, guy)""]","[{""relation"": ""isa_wn(boy, guy)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(boy, guy)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5554,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(aim, handle)""]","[""isa_wn(aim, handle)""]","[{""relation"": ""isa_wn(aim, handle)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(aim, handle)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5555,sick,train,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,1,1,"[""disj(aim, draw)""]","[""disj(aim, draw)""]","[{""relation"": ""disj(aim, draw)"", ""provenance"": ""llm"", ""original_text"": ""disj(aim, draw)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,6584,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(female, girl)""]","[""isa_wn(female, girl)""]","[{""relation"": ""isa_wn(female, girl)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(female, girl)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,8624,sick,train,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,1,1,"[""disj(against, near)""]","[""disj(against, near)""]","[{""relation"": ""disj(against, near)"", ""provenance"": ""llm"", ""original_text"": ""disj(against, near)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,3586,sick,dev,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,1,1,"[""disj(play, practice)""]","[""disj(play, practice)""]","[{""relation"": ""disj(play, practice)"", ""provenance"": ""llm"", ""original_text"": ""disj(play, practice)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,1262,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(perform, play)""]","[""isa_wn(perform, play)""]","[{""relation"": ""isa_wn(perform, play)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(perform, play)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,1497,sick,test,entailment,neutral,success,neutral,success,False,,pending,False,kb_normalisation_empty,,1,0,"[""isa_wn(guitar, musical instrument)""]",[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3641,sick,test,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(woman, person)""]","[""isa_wn(woman, person)""]","[{""relation"": ""isa_wn(woman, person)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(woman, person)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,3974,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(awaken, wake up)""]","[""isa_wn(awaken, wake up)""]","[{""relation"": ""isa_wn(awaken, wake up)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(awaken, wake up)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,4297,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(aircraft, plane)""]","[""isa_wn(aircraft, plane)""]","[{""relation"": ""isa_wn(aircraft, plane)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(aircraft, plane)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,4494,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(comb, style)""]","[""isa_wn(comb, style)""]","[{""relation"": ""isa_wn(comb, style)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(comb, style)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,4589,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(hamster, small animal)""]","[""isa_wn(hamster, small animal)""]","[{""relation"": ""isa_wn(hamster, small animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hamster, small animal)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,4972,sick,test,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,1,1,"[""disj(chop, slice)""]","[""disj(chop, slice)""]","[{""relation"": ""disj(chop, slice)"", ""provenance"": ""llm"", ""original_text"": ""disj(chop, slice)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,5230,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(walk, stroll)""]","[""isa_wn(walk, stroll)""]","[{""relation"": ""isa_wn(walk, stroll)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(walk, stroll)""}]",
google/gemma-4-26b-a4b-it,legacy_icl,3629664676.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len26r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len66r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3159569570.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,4294390957.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,1184967930.jpg#4r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2521878609.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,303607405.jpg#4r3e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,436393371.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len84r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,326456451.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len120r5e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2543017787.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2647049174.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2618866067.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len47r3e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len47r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,vg_len46r5e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3228793611.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3134092148.jpg#3r2e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2217728745.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3479245321.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,2741990005.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,3614595423.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,legacy_icl,207584893.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,1792,sick,train,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(walk, move)""]","[""isa_wn(walk, move)""]","[{""relation"": ""isa_wn(walk, move)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(walk, move)""}]",
google/gemma-4-26b-a4b-it,icl,2281,sick,train,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""disj(open, bite)""]","[""disj(open, bite)""]","[{""relation"": ""disj(open, bite)"", ""provenance"": ""llm"", ""original_text"": ""disj(open, bite)""}]",
google/gemma-4-26b-a4b-it,icl,2809,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,normalised_kb_solved,both,1,2,"[""isa_wn(cartoon, animated)""]","[""isa_wn(cartoon, animated)"", ""isa_wn(cartoon, animate)""]","[{""relation"": ""isa_wn(cartoon, animated)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cartoon, animated)""}, {""relation"": ""isa_wn(cartoon, animate)"", ""provenance"": ""derived_lemma"", ""original_text"": ""isa_wn(cartoon, animated)""}]",
google/gemma-4-26b-a4b-it,icl,3853,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(piano, keyboard)""]","[""isa_wn(piano, keyboard)""]","[{""relation"": ""isa_wn(piano, keyboard)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(piano, keyboard)""}]",
google/gemma-4-26b-a4b-it,icl,4181,sick,train,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,1,1,"[""isa_wn(bite, eat)""]","[""isa_wn(eat, bite)""]","[{""relation"": ""isa_wn(eat, bite)"", ""provenance"": ""derived_swap"", ""original_text"": ""isa_wn(bite, eat)""}]",
google/gemma-4-26b-a4b-it,icl,4766,sick,train,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,1,1,"[""isa_wn(roast, cook)""]","[""isa_wn(cook, roast)""]","[{""relation"": ""isa_wn(cook, roast)"", ""provenance"": ""derived_swap"", ""original_text"": ""isa_wn(roast, cook)""}]",
google/gemma-4-26b-a4b-it,icl,4974,sick,train,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(hedgehog, animal)""]","[""isa_wn(hedgehog, animal)""]","[{""relation"": ""isa_wn(hedgehog, animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hedgehog, animal)""}]",
google/gemma-4-26b-a4b-it,icl,5149,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(cord, rope)""]","[""isa_wn(cord, rope)""]","[{""relation"": ""isa_wn(cord, rope)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cord, rope)""}]",
google/gemma-4-26b-a4b-it,icl,5198,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,2,2,"[""isa_wn(boy, child)"", ""isa_wn(say, talk)""]","[""isa_wn(boy, child)"", ""isa_wn(say, talk)""]","[{""relation"": ""isa_wn(boy, child)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(boy, child)""}, {""relation"": ""isa_wn(say, talk)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(say, talk)""}]",
google/gemma-4-26b-a4b-it,icl,5435,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(panda, cub)""]","[""isa_wn(panda, cub)""]","[{""relation"": ""isa_wn(panda, cub)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(panda, cub)""}]",
google/gemma-4-26b-a4b-it,icl,5462,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(boy, guy)""]","[""isa_wn(boy, guy)""]","[{""relation"": ""isa_wn(boy, guy)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(boy, guy)""}]",
google/gemma-4-26b-a4b-it,icl,5554,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(aim, handle)""]","[""isa_wn(aim, handle)""]","[{""relation"": ""isa_wn(aim, handle)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(aim, handle)""}]",
google/gemma-4-26b-a4b-it,icl,5555,sick,train,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,1,1,"[""disj(aim, draw)""]","[""disj(aim, draw)""]","[{""relation"": ""disj(aim, draw)"", ""provenance"": ""llm"", ""original_text"": ""disj(aim, draw)""}]",
google/gemma-4-26b-a4b-it,icl,6584,sick,train,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,1,1,"[""isa_wn(girl, female)""]","[""isa_wn(female, girl)""]","[{""relation"": ""isa_wn(female, girl)"", ""provenance"": ""derived_swap"", ""original_text"": ""isa_wn(girl, female)""}]",
google/gemma-4-26b-a4b-it,icl,8624,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(against, near)""]","[""isa_wn(against, near)""]","[{""relation"": ""isa_wn(against, near)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(against, near)""}]",
google/gemma-4-26b-a4b-it,icl,3586,sick,dev,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,1,1,"[""isa_wn(practice, play)""]","[""isa_wn(play, practice)""]","[{""relation"": ""isa_wn(play, practice)"", ""provenance"": ""derived_swap"", ""original_text"": ""isa_wn(practice, play)""}]",
google/gemma-4-26b-a4b-it,icl,1262,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(perform, play)""]","[""isa_wn(perform, play)""]","[{""relation"": ""isa_wn(perform, play)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(perform, play)""}]",
google/gemma-4-26b-a4b-it,icl,1497,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(strum, play)""]","[""isa_wn(strum, play)""]","[{""relation"": ""isa_wn(strum, play)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(strum, play)""}]",
google/gemma-4-26b-a4b-it,icl,3641,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,2,2,"[""isa_wn(handle, hold)"", ""isa_wn(woman, person)""]","[""isa_wn(handle, hold)"", ""isa_wn(woman, person)""]","[{""relation"": ""isa_wn(handle, hold)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(handle, hold)""}, {""relation"": ""isa_wn(woman, person)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(woman, person)""}]",
google/gemma-4-26b-a4b-it,icl,3974,sick,test,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(awaken, wake)""]","[""isa_wn(awaken, wake)""]","[{""relation"": ""isa_wn(awaken, wake)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(awaken, wake)""}]",
google/gemma-4-26b-a4b-it,icl,4297,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(aircraft, plane)""]","[""isa_wn(aircraft, plane)""]","[{""relation"": ""isa_wn(aircraft, plane)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(aircraft, plane)""}]",
google/gemma-4-26b-a4b-it,icl,4494,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(comb, style)""]","[""isa_wn(comb, style)""]","[{""relation"": ""isa_wn(comb, style)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(comb, style)""}]",
google/gemma-4-26b-a4b-it,icl,4589,sick,test,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(hamster, animal)""]","[""isa_wn(hamster, animal)""]","[{""relation"": ""isa_wn(hamster, animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hamster, animal)""}]",
google/gemma-4-26b-a4b-it,icl,4972,sick,test,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(chop, slice)""]","[""isa_wn(chop, slice)""]","[{""relation"": ""isa_wn(chop, slice)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(chop, slice)""}]",
google/gemma-4-26b-a4b-it,icl,5230,sick,test,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,1,1,"[""isa_wn(stroll, walk)""]","[""isa_wn(walk, stroll)""]","[{""relation"": ""isa_wn(walk, stroll)"", ""provenance"": ""derived_swap"", ""original_text"": ""isa_wn(stroll, walk)""}]",
google/gemma-4-26b-a4b-it,icl,3629664676.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len26r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len66r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,3159569570.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,4294390957.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,1184967930.jpg#4r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2521878609.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,303607405.jpg#4r3e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,436393371.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len84r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,326456451.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len120r5e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2543017787.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2647049174.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2618866067.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len47r3e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len47r4e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,vg_len46r5e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,3228793611.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,3134092148.jpg#3r2e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2217728745.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,3479245321.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,2741990005.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,3614595423.jpg#4r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
google/gemma-4-26b-a4b-it,icl,207584893.jpg#3r1e,snli,train,entailment,-,error,,pending,False,,pending,False,baseline_prover_failed,,0,0,[],[],[],
mistralai/mistral-large-2512,legacy_icl,1792,sick,train,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,1,1,"[""isa_wn(walk, move)""]","[""isa_wn(walk, move)""]","[{""relation"": ""isa_wn(walk, move)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(walk, move)""}]",
mistralai/mistral-large-2512,legacy_icl,2281,sick,train,entailment,neutral,success,neutral,success,False,entailment,success,True,normalised_kb_solved,normalised_kb,2,3,"[""isa_wn(opening, biting)"", ""disj(food, can)""]","[""isa_wn(opening, biting)"", ""isa_wn(open, bite)"", ""disj(food, can)""]","[{""relation"": ""isa_wn(opening, biting)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(opening, biting)""}, {""relation"": ""isa_wn(open, bite)"", ""provenance"": ""derived_lemma"", ""original_text"": ""isa_wn(opening, biting)""}, {""relation"": ""disj(food, can)"", ""provenance"": ""llm"", ""original_text"": ""disj(food, can)""}]",
mistralai/mistral-large-2512,legacy_icl,2809,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,normalised_kb_solved,both,2,2,"[""isa_wn(cartoon, animated)"", ""isa_wn(airplane, airplane)""]","[""isa_wn(cartoon, animated)"", ""isa_wn(cartoon, animate)""]","[{""relation"": ""isa_wn(cartoon, animated)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cartoon, animated)""}, {""relation"": ""isa_wn(cartoon, animate)"", ""provenance"": ""derived_lemma"", ""original_text"": ""isa_wn(cartoon, animated)""}]",
mistralai/mistral-large-2512,legacy_icl,3853,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,normalised_kb_solved,both,2,1,"[""isa_wn(piano, keyboard)"", ""isa_wn(keyboard, musical instrument)""]","[""isa_wn(piano, keyboard)""]","[{""relation"": ""isa_wn(piano, keyboard)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(piano, keyboard)""}]",
mistralai/mistral-large-2512,legacy_icl,4181,sick,train,entailment,neutral,success,contradiction,success,False,contradiction,success,False,kb_not_solved,,2,1,"[""disj(eat, bite)"", ""isa_wn(doll, object)""]","[""disj(eat, bite)""]","[{""relation"": ""disj(eat, bite)"", ""provenance"": ""llm"", ""original_text"": ""disj(eat, bite)""}]",
mistralai/mistral-large-2512,legacy_icl,4766,sick,train,entailment,neutral,success,neutral,success,False,neutral,success,False,kb_not_solved,,2,2,"[""isa_wn(cook, roast)"", ""disj(cook, roast)""]","[""isa_wn(cook, roast)"", ""disj(cook, roast)""]","[{""relation"": ""isa_wn(cook, roast)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cook, roast)""}, {""relation"": ""disj(cook, roast)"", ""provenance"": ""llm"", ""original_text"": ""disj(cook, roast)""}]",
mistralai/mistral-large-2512,legacy_icl,4974,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,2,2,"[""isa_wn(hedgehog, animal)"", ""isa_wn(hedgehog, small animal)""]","[""isa_wn(hedgehog, animal)"", ""isa_wn(hedgehog, small animal)""]","[{""relation"": ""isa_wn(hedgehog, animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hedgehog, animal)""}, {""relation"": ""isa_wn(hedgehog, small animal)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(hedgehog, small animal)""}]",
mistralai/mistral-large-2512,legacy_icl,5149,sick,train,entailment,neutral,success,entailment,success,True,entailment,success,True,raw_kb_solved,raw_kb,1,1,"[""isa_wn(cord, rope)""]","[""isa_wn(cord, rope)""]","[{""relation"": ""isa_wn(cord, rope)"", ""provenance"": ""llm"", ""original_text"": ""isa_wn(cord, rope)""}]",
