ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error
4000008650.jpg#2r1e,snli,train,A woman plays the tuba and another plays the cello on the street.,People playing instruments on the street.,entailment,3,TRUE,,,"(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)",,,,FALSE,FALSE,TRUE,"answer: entailment
relations: { entails(woman, person), entails(tuba, instrument), entails(cello, instrument), entails(plays, playing) }","isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument); isa_wn(plays, playing)",,"answer: entailment
relations: { entails(woman, person), entails(tuba, instrument), entails(cello, instrument), entails(play, playing) }","isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument); isa_wn(play, playing)",,"answer: entailment
relations: { entails(tuba, instrument), entails(cello, instrument) }","isa_wn(tuba, instrument); isa_wn(cello, instrument)",,"answer: entailment  
relations: { entails(tuba, instrument), entails(cello, instrument) }","isa_wn(tuba, instrument); isa_wn(cello, instrument)",,"answer: entailment
relations: { entails(tuba, instrument), entails(cello, instrument), entails(woman, person) }","isa_wn(tuba, instrument); isa_wn(cello, instrument); isa_wn(woman, person)",,"answer: entailment
relations: { entails(woman, person), entails(tuba, instrument), entails(cello, instrument) }","isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument)",,"answer: entailment
relations: { entails(woman, person), entails(tuba, instrument), entails(cello, instrument) }","isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument)",,"answer: entailment
relations: { entails(woman, person), entails(tuba, instrument), entails(cello, instrument) }","isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument)",
4019072184.jpg#4r1e,snli,dev,A man is rock climbing with protective rope.,A man is being secured.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(protective rope, secured) }","isa_wn(protective rope, secured)",,"answer: non-entailment

explanation: While the premise mentions rock climbing with protective rope, this does not logically entail that the man is being secured. The presence of protective rope indicates the availability of safety equipment, but it does not necessarily mean the rope is actively securing the man at the time described. The man could be rock climbing with rope present but not yet attached or in use. Therefore, the hypothesis does not necessarily follow from the premise.

relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(rock climbing with protective rope, be secure) }","isa_wn(rock climbing with protective rope, be secure)",,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(protective rope, secure) }","isa_wn(protective rope, secure)",,"answer: entailment
relations: { entails(rock climb, secure) }","isa_wn(rock climb, secure)",,"**answer:** entailment  

**relations:** { entails(rock climb with protective rope, secured) }","isa_wn(rock climb with protective rope, secured)",
4066,sick,dev,The man is hurling knives at a tree,The man is throwing knives at a tree,entailment,2,TRUE,,"(hurl, throw)","(hurl, throw)",,"(hurl, throw)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment  
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",,"answer: entailment  
relations: { entails(hurl, throw) }","isa_wn(hurl, throw)",
4183662919.jpg#3r1e,snli,test,A child plays with her father's boots.,A child is playing.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring any non-trivial lexical relations. The premise states that a child plays with boots, which directly entails that a child is playing. The difference between ""plays"" and ""is playing"" is merely a grammatical aspect distinction (simple present vs. present continuous), not a lexical one that requires a separate entailment relation.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis ""A child is playing"" is entailed from the premise ""A child plays with her father's boots"" without requiring any non-trivial lexical entailments. The premise explicitly states that a child plays, and the hypothesis is simply a less specific version of this statement (removing the details about what the child is playing with). The verb ""plays"" in the premise directly corresponds to ""is playing"" in the hypothesis, which are the same action in different tenses/aspects.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
4291704682.jpg#3r1e,snli,train,There are two people sweeping a sidewalk in this picture.,There are a couple of people cleaning the path.,entailment,2,TRUE,,"(sidewalk, path); (sweep, clean); (two, couple)",,"(sidewalk, path); (sweep, clean); (two, couple)","(sidewalk, path); (sweep, clean); (two, couple)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(sweeping, cleaning), entails(sidewalk, path), entails(two, a couple) }","isa_wn(sweeping, cleaning); isa_wn(sidewalk, path); isa_wn(two, a couple)",,"answer: entailment
relations: { entails(sweep, clean), entails(sidewalk, path) }","isa_wn(sweep, clean); isa_wn(sidewalk, path)",,"answer: entailment
relations: { entails(sweep, clean), entails(sidewalk, path) }","isa_wn(sweep, clean); isa_wn(sidewalk, path)",,"answer: entailment  
relations: { entails(sweep, clean), entails(sidewalk, path), entails(two people, couple) }","isa_wn(sweep, clean); isa_wn(sidewalk, path); isa_wn(two people, couple)",,"answer: entailment
relations: { entails(sweep, clean), entails(sidewalk, path), entails(two, couple) }","isa_wn(sweep, clean); isa_wn(sidewalk, path); isa_wn(two, couple)",,"answer: entailment
relations: { entails(sweep, clean), entails(sidewalk, path), entails(two, couple) }","isa_wn(sweep, clean); isa_wn(sidewalk, path); isa_wn(two, couple)",,"answer: entailment
relations: { entails(sweep, clean), entails(sidewalk, path) }","isa_wn(sweep, clean); isa_wn(sidewalk, path)",,"answer: entailment  
relations: {entails(two people, couple of people), entails(sweep sidewalk, clean path)}","isa_wn(two people, couple of people); isa_wn(sweep sidewalk, clean path)",
4355004642.jpg#0r1e,snli,train,"A chef and his newest creation in process, being made in an old fashioned oven.",A chef creates.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(newest creation in process, create) }","isa_wn(newest creation in process, create)",,"answer: entailment
relations: { entails(creation in process being made, create) }","isa_wn(creation in process being made, create)",,"answer: entailment
relations: { entails(make, create) }","isa_wn(make, create)",,"answer: entailment  
relations: { entails(make, create) }","isa_wn(make, create)",,"answer: entailment
relations: { entails(newest creation in process, create), entails(being made, create) }","isa_wn(newest creation in process, create); isa_wn(being made, create)",,"answer: entailment
relations: { entails(creation in process being made, create) }","isa_wn(creation in process being made, create)",,"answer: entailment
relations: { entails(make, create) }","isa_wn(make, create)",,"answer: entailment
relations: { entails(make, create) }","isa_wn(make, create)",
4486280757.jpg#0r1e,snli,dev,A man in a black wetsuit with white shorts is windsurfing on a blue body of water with mountains in the background.,The man is near the water.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(windsurfing, near), entails(body of water, water) }","isa_wn(windsurfing, near); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(windsurf, be near water) }","isa_wn(windsurf, be near water)",,"answer: entailment
relations: { entails(windsurfing, near water) }","isa_wn(windsurfing, near water)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(windsurf, be near water) }","isa_wn(windsurf, be near water)",,"answer: entailment
relations: { entails(windsurfing, near water) }","isa_wn(windsurfing, near water)",,"answer: entailment
relations: { entails(windsurf, be near water) }","isa_wn(windsurf, be near water)",,"answer: entailment  
relations: { entails(body of water, water) }","isa_wn(body of water, water)",
4494,sick,test,A girl is combing her hair,A girl is styling her hair,entailment,2,TRUE,,"(comb, style)","(comb, style)","(comb, style)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(combing hair, styling hair) }","isa_wn(combing hair, styling hair)",,"answer: entailment
relations: { entails(comb, style) }","isa_wn(comb, style)",,"answer: entailment
relations: { entails(comb, style) }","isa_wn(comb, style)",,"answer: entailment  
relations: { entails(combing, styling) }","isa_wn(combing, styling)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(comb, style) }","isa_wn(comb, style)",,"answer: entailment
relations: { entails(comb, style) }","isa_wn(comb, style)",,"answer: entailment  
relations: { entails(combing hair, styling hair) }","isa_wn(combing hair, styling hair)",
4501954896.jpg#2r1e,snli,test,Man jumping up in the air and splitting his legs with his mouth open.,A man is jumping.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis ""A man is jumping"" is directly entailed by the premise ""Man jumping up in the air and splitting his legs with his mouth open."" The premise explicitly states that a man is jumping, and all the additional details (jumping up in the air, splitting his legs, mouth open) are simply elaborations that do not negate or contradict the core assertion. No non-trivial lexical entailment relations are needed to explain this entailment, as the hypothesis is a straightforward simplification of what is already asserted in the premise.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(jump up, jump) }","isa_wn(jump up, jump)",
4569102627.jpg#2r1e,snli,test,Little girl with very curly hair drinking her cup of juice.,A girl is ingesting liquid.,entailment,2,TRUE,,"(drink, ingest); (juice, liquid)",,"(drink, ingest); (juice, liquid)","(drink, ingest); (juice, liquid)",,TRUE,TRUE,,,TRUE,"answer: entailment  
relations: { entails(drink, ingest), entails(cup of juice, liquid) }","isa_wn(drink, ingest); isa_wn(cup of juice, liquid)",,"answer: entailment
relations: { entails(juice, liquid), entails(drink, ingest) }","isa_wn(juice, liquid); isa_wn(drink, ingest)",,"answer: entailment
relations: { entails(little girl, girl), entails(drink, ingest), entails(juice, liquid) }","isa_wn(little girl, girl); isa_wn(drink, ingest); isa_wn(juice, liquid)",,"answer: entailment  
relations: { entails(drinking, ingesting), entails(juice, liquid) }","isa_wn(drinking, ingesting); isa_wn(juice, liquid)",,"answer: entailment
relations: { entails(drink, ingest), entails(cup of juice, liquid) }","isa_wn(drink, ingest); isa_wn(cup of juice, liquid)",,"answer: entailment
relations: { entails(little girl, girl), entails(juice, liquid), entails(drink, ingest) }","isa_wn(little girl, girl); isa_wn(juice, liquid); isa_wn(drink, ingest)",,"answer: entailment
relations: { entails(little girl, girl), entails(drink, ingest), entails(juice, liquid) }","isa_wn(little girl, girl); isa_wn(drink, ingest); isa_wn(juice, liquid)",,"**answer:** entailment  
**relations:** { entails(little girl, girl), entails(drink, ingest), entails(juice, liquid) }","isa_wn(little girl, girl); isa_wn(drink, ingest); isa_wn(juice, liquid)",
4603247500.jpg#0r1e,snli,dev,A man in a white shirt is standing in a T-shirt booth.,A man standing in a booth.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring any non-trivial lexical entailment relations. The premise states that a man is standing in a T-shirt booth, and the hypothesis simply states that a man is standing in a booth. All the necessary information is present in the premise—the man, the standing action, and the booth. The additional details in the premise (white shirt, T-shirt booth specificity) do not create a barrier to entailment; they are simply more specific instantiations of the general claims in the hypothesis.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(t-shirt booth, booth) }","isa_wn(t-shirt booth, booth)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a simplified version of the premise that removes modifiers and descriptive details. The premise states ""A man in a white shirt is standing in a T-shirt booth,"" and the hypothesis states ""A man standing in a booth."" All the essential information in the hypothesis (a man, standing, in a booth) is present in the premise. No non-trivial lexical entailments are needed to explain this entailment, as it follows directly from the logical structure: if a man is standing in a T-shirt booth, then a man is standing in a booth.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(T-shirt booth, booth) }","isa_wn(T-shirt booth, booth)",
461139075.jpg#2r1e,snli,dev,A lady is standing up holing a lamp that is turned on.,A lady is holding a lit lamp.,entailment,2,TRUE,,"(turned on, lit)",,"(turned on, lit)","(turned on, lit)",,TRUE,FALSE,,,FALSE,"answer: entailment  
relations: { entails(holing, holding), entails(turned on, lit) }","isa_wn(holing, holding); isa_wn(turned on, lit)",,"answer: entailment
relations: { entails(turned on, lit) }","isa_wn(turned on, lit)",,"answer: entailment
relations: { entails(lamp that is turned on, lit lamp) }","isa_wn(lamp that is turned on, lit lamp)",,"answer: entailment  
relations: { entails(turned on lamp, lit lamp) }","isa_wn(turned on lamp, lit lamp)",,"answer: entailment
relations: { entails(holing, holding), entails(turned on, lit) }","isa_wn(holing, holding); isa_wn(turned on, lit)",,"answer: entailment
relations: { entails(turned on, lit) }","isa_wn(turned on, lit)",,"answer: entailment
relations: { entails(turn on, light) }","isa_wn(turn on, light)",,"**Answer:** entailment  
**Relations:**  
{ entails(turned on, lit) }","isa_wn(turned on, lit)",
4640148862.jpg#2r1e,snli,dev,A woman carrying a shopping bag in front of Fisher's Popcorn.,a woman is shopping by fisher's popcorn,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(carry shopping bag, shopping) }","isa_wn(carry shopping bag, shopping)",,answer: non-entailment,NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(carry shopping bag, shopping) }","isa_wn(carry shopping bag, shopping)",,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,
4648416380.jpg#0r1e,snli,dev,"Many people are listening to a concert, and TV crew is recording the audience reaction.",People are listening to a concert.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis follows directly from the premise without requiring any non-trivial lexical entailment relations. The premise states that ""Many people are listening to a concert,"" and the hypothesis states that ""People are listening to a concert."" The hypothesis is a direct simplification of the premise (removing the quantifier ""many"" and the additional clause about the TV crew), which does not require lexical bridging to establish entailment.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"**answer:** entailment  
**relations:** { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
4661,sick,dev,A woman is slicing a potato,A woman is cutting a potato,entailment,3,TRUE,,,"(slice, cut)","(slice, cut)","(slice, cut)",,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment  
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",,"answer: entailment
relations: { entails(slice, cut) }","isa_wn(slice, cut)",
4718146904.jpg#2r1e,snli,dev,A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A man selling donuts to a customer.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a direct simplification of the premise. The premise describes a man selling donuts to a customer in a specific context (during a world exhibition event in Angeles), while the hypothesis describes the same core activity (a man selling donuts to a customer) without the contextual details. The entailment holds because removing additional contextual information (the time and location) does not negate the truth of the core statement. No non-trivial lexical entailment relations are needed to explain this entailment.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a simplified version of the premise that removes contextual details (""during a world exhibition event held in the city of Angeles""). The core assertion in the premise—that a man is selling donuts to a customer—remains true in the hypothesis. No lexical entailment relations are needed because the entailment follows directly from the logical structure: if a proposition P with additional modifiers is true, then the core proposition without those modifiers is also true.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
4729746211.jpg#1r1e,snli,dev,A man in a hat is working with golden colored flowers.,"A man in a hat is working with flowers,",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring any non-trivial lexical relations. The premise states that a man in a hat is working with golden colored flowers, which necessarily means he is working with flowers. The fact that the flowers are golden colored is additional information that does not prevent the more general statement that he is working with flowers from being true. The core predicate and arguments remain the same between premise and hypothesis, with only the removal of a modifier (""golden colored"").",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring any non-trivial lexical relations. The premise states that a man in a hat is working with golden colored flowers. The hypothesis simply states that a man in a hat is working with flowers. Since golden colored flowers are a type of flowers, removing the color modifier ""golden colored"" does not break the entailment—if someone is working with golden colored flowers, they are necessarily working with flowers. This is a straightforward logical entailment that follows from the structure of the sentences without needing additional lexical mappings.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(golden colored flowers, flowers) }","isa_wn(golden colored flowers, flowers)",
4734,sick,dev,A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,entailment,2,TRUE,,"(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)",,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(fit, apply), entails(pistol, gun) }","isa_wn(fit, apply); isa_wn(pistol, gun)",,"answer: entailment
relations: { entails(pistol, gun), entails(fit, apply) }","isa_wn(pistol, gun); isa_wn(fit, apply)",,"answer: entailment
relations: { entails(pistol, gun) }","isa_wn(pistol, gun)",,"**answer:** entailment  
**relations:** { entails(fitting, applying), entails(pistol, gun) }","isa_wn(fitting, applying); isa_wn(pistol, gun)",,"answer: entailment
relations: { entails(fit, apply), entails(pistol, gun) }","isa_wn(fit, apply); isa_wn(pistol, gun)",,"answer: entailment
relations: { entails(fit, apply), entails(pistol, gun) }","isa_wn(fit, apply); isa_wn(pistol, gun)",,"answer: entailment
relations: { entails(pistol, gun) }","isa_wn(pistol, gun)",,"answer: entailment
relations: { entails(fitting, applying), entails(pistol, gun) }","isa_wn(fitting, applying); isa_wn(pistol, gun)",
4740975956.jpg#4r1e,snli,dev,Tall man being stopped by an officer.,There is a tall man.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis ""There is a tall man"" directly follows from the premise ""Tall man being stopped by an officer"" without requiring any non-trivial lexical entailment relations. The premise asserts the existence of a tall man (as the subject of the action), which is sufficient to establish that there is a tall man, as stated in the hypothesis.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis ""There is a tall man"" simply asserts the existence of a tall man. The premise ""Tall man being stopped by an officer"" describes a situation involving a tall man, which necessarily entails that a tall man exists. No non-trivial lexical entailment relations are needed to establish this logical inference, as the hypothesis follows directly from the premise by extracting the existential claim about the tall man already present in the premise.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
4803960387.jpg#0r1e,snli,dev,A man wearing a white and blue shirt cooking corn on the cob while a different man buys a piece of corn.,A man is holding to some vegetables near another man.,entailment,3,TRUE,,,"(corn, vegetable)","(corn, vegetable)","(corn, vegetable)",,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment

relations: { entails(corn, vegetable), entails(cooking, holding) }","isa_wn(corn, vegetable); isa_wn(cooking, holding)",,"answer: entailment
relations: { entails(corn on the cob, vegetable) }","isa_wn(corn on the cob, vegetable)",,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(corn, vegetable), entails(cooking, hold), entails(buy, hold) }","isa_wn(corn, vegetable); isa_wn(cooking, hold); isa_wn(buy, hold)",,"answer: entailment
relations: { entails(corn, vegetable) }","isa_wn(corn, vegetable)",,answer: non-entailment,NO_RELATION,
4813609768.jpg#3r1e,snli,dev,A woman in a blue shirt stands with her hands on her hips.,The woman in the blue shirt is touching herself.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(hands on hips, touching herself) }","isa_wn(hands on hips, touching herself)",,"answer: entailment
relations: { entails(hands on hips, touch) }","isa_wn(hands on hips, touch)",,"answer: entailment
relations: { entails(stand with hand on hip, touch self) }","isa_wn(stand with hand on hip, touch self)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(hands on her hips, touching herself) }","isa_wn(hands on her hips, touching herself)",,"answer: entailment
relations: { entails(hand on hip, touch) }","isa_wn(hand on hip, touch)",,"answer: entailment
relations: { entails(hands on hips, touch oneself) }","isa_wn(hands on hips, touch oneself)",,"answer: entailment
relations: { entails(hands touching hips, touching herself) }","isa_wn(hands touching hips, touching herself)",
4876043682.jpg#2r1e,snli,dev,A boy rides on a camel in a crowded area while talking on his cellphone.,A boy is riding an animal.,entailment,2,TRUE,,"(camel, animal)","(camel, animal)","(camel, animal)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment  
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment  
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment
relations: { entails(camel, animal) }","isa_wn(camel, animal)",,"answer: entailment  
relations: {entails(camel, animal), entails(riding, ride)}","isa_wn(camel, animal); isa_wn(riding, ride)",
4894267064.jpg#3r1e,snli,dev,2 woman walking down the street next to graffiti,The woman are by grafitti.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(next to, by), entails(graffiti, grafitti) }","isa_wn(next to, by); isa_wn(graffiti, grafitti)",,"answer: entailment
relations: { entails(walking down the street, by), entails(graffiti, grafitti) }

Wait, let me reconsider. The second relation violates the rules - ""graffiti"" and ""grafitti"" are the same word with different spelling/typo, not a lexical entailment relation.

Let me re-evaluate:

The premise states ""2 woman walking down the street next to graffiti""
The hypothesis states ""The woman are by grafitti""

Key observations:
- ""walking down the street next to graffiti"" → being ""by graffiti"" (this follows logically)
- ""graffiti"" in premise vs ""grafitti"" in hypothesis is a spelling variation, not a lexical entailment

The entailment follows from the spatial relationship: if someone is walking next to graffiti, they are by graffiti. This is a logical consequence without requiring a non-trivial lexical bridge.

answer: entailment
relations: { }","isa_wn(walking down the street, by); isa_wn(graffiti, grafitti)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(walking down the street next to, by), entails(graffiti, grafitti) }","isa_wn(walking down the street next to, by); isa_wn(graffiti, grafitti)",,"answer: entailment
relations: { entails(walking down street, by), entails(graffiti, graffiti) }

Actually, let me reconsider this more carefully.

The premise states: ""2 woman walking down the street next to graffiti""
The hypothesis states: ""The woman are by graffiti""

Breaking down the entailment:
- ""2 woman"" entails ""woman"" (the hypothesis refers to the woman mentioned)
- ""next to graffiti"" entails ""by graffiti"" (next to and by are synonymous spatial relations)
- ""walking down the street next to graffiti"" describes a location that is consistent with ""by graffiti""

answer: entailment
relations: { entails(next to, by) }","isa_wn(walking down street, by); isa_wn(graffiti, graffiti); isa_wn(next to, by)",,"answer: entailment
relations: { entails(woman, woman), entails(walking down, by) }","isa_wn(woman, woman); isa_wn(walking down, by)",,"**answer:** entailment  
**relations:** { }",NO_RELATION,
